mun_coordenadas,text,Coordenadas do município do estabelecimento
mun_CSAUDCOD,int8,Código da Microrregional de Saúde a que o Município do estabelecimento pertence
mun_FRONTEIRA,text,Indica (S ou N) se o município do estabelecimento faz parte da faixa de fronteira (conforme IBGE)
mun_LATITUDE,float8,Latitude da sede do Município do estabelecimento
mun_LONGITUDE,float8,Longitude da sede do Município do estabelecimento
mun_MSAUDCOD,int8,Código da Macrorregional de Saúde a que o Município do estabelecimento pertence
mun_MUNNOME,text,"Nome (acentuado, maiúsculas e minúsculas) do Município (padrão DOS, página de código 850) do estabelecimento"
mun_MUNNOMEX,text,"Nome (sem acentos, em maiúsculas) do Município do estabelecimento"
mun_RSAUDCOD,int8,Código da Regional de Saúde a que o Município do estabelecimento pertence
NATUREZA,text,"Código da natureza da organização: 01-Administração Direta da Saúde (MS, SES, e SMS); 02-Adm Direta outros orgãos (MEX, MEx, Marinha,...); 03-Adm Indireta - Autarquias; 04-Adm Indireta - Fundação Pública; 05-Adm Indireta - Empresa Pública; 06-Adm Indireta - Organização Social Pública; 07-Empresa Privada; 08-Fundação Privada; 09-Cooperativa; 10-Serviço Social Autônomo; 11-Entidade Beneficente SEM fins lucrativos; 12-Economia MIsta; 13-Sindicato; 00-Natureza inexistente; 0-Natureza inexistente; 99-Natureza não informada"
NIV_DEP,int8,"Grau de dependência, onde: 1-Individual 3-Mantida"
NIV_HIER,text,"Código do nível de hierarquia: 01-NH 1-PAB-PABA; 02-NH 2-Média M1; 03-NH 3-Média M2 e M3; 04-NH 4-AltaComplex.Ambul.; 05-NH 5-Baixa M1 e M2; 06-NH 6-Média M2 e M3; 07-NH 7-Média M3; 08-NH 8-AltaCompl.Hos/Amb.; 00,99-NH não informado"
NIVATE_A,int8,"Indica a existência de Nível de Atenção Ambulatorial, de gestão Municipal/Estadual, para este CNES, onde: 1-sim 0-não"
NIVATE_H,int8,"Indica a existência de Nível de Atenção Hospitalar, de gestão Municipal/Estadual, para este CNES, onde: 1-sim 0-não"
ORGEXPED,int8,"Órgão expedidor do alvará, onde: 1-SES 2-SMS"
PF_PJ,int8,Indicador de pessoa: 1-Física 3-Jurídica
QTINST01,int8,Quantidade de salas/consultórios de atendimento pediátrico (URGÊNCIA/EMERGÊNCIA)
QTINST02,int8,Quantidade de salas/consultórios de atendimento feminino (URGÊNCIA/EMERGÊNCIA)
QTINST03,int8,Quantidade de salas/consultórios de atendimento masculino (URGÊNCIA/EMERGÊNCIA)
QTINST04,int8,Quantidade de salas/consultórios de atendimento indiferenciado (URGÊNCIA/EMERGÊNCIA)
QTINST05,int8,Quantidade de salas de repouso/observação pediátrico (URGÊNCIA/EMERGÊNCIA)
QTINST06,int8,Quantidade de salas de repouso/observação feminino (URGÊNCIA/EMERGÊNCIA)
QTINST07,int8,Quantidade de salas de repouso/observação masculino (URGÊNCIA/EMERGÊNCIA)
QTINST08,int8,Quantidade de salas de repouso/observação indiferenciado (URGÊNCIA/EMERGÊNCIA)
QTINST09,int8,Quantidade de consultórios de odontologia (URGÊNCIA/EMERGÊNCIA)
QTINST10,int8,Quantidade de salas de Higienização (URGÊNCIA/EMERGÊNCIA)
QTINST11,int8,Quantidade de salas de gesso (URGÊNCIA/EMERGÊNCIA)
QTINST12,int8,Quantidade de salas de curativos (URGÊNCIA/EMERGÊNCIA)
QTINST13,int8,Quantidade de salas de pequenas cirurgias (URGÊNCIA/EMERGÊNCIA)
QTINST14,int8,Quantidade de consultórios médicos (URGÊNCIA/EMERGÊNCIA)
QTINST15,int8,Quantidade de consultórios de clínica básica (ATEND. AMBULATORIAL)
QTINST16,int8,Quantidade de consultórios de clínica especializada (ATEND. AMBULATORIAL)
QTINST17,int8,Quantidade de consultórios de clínica indiferenciada (ATEND. AMBULATORIAL)
QTINST18,int8,Quantidade de consultórios não médicos (ATEND. AMBULATORIAL)
QTINST19,int8,Quantidade de salas de repouso/observação feminino (ATEND. AMBULATORIAL)
QTINST20,int8,Quantidade de salas de repouso/observação masculino (ATEND. AMBULATORIAL)
QTINST21,int8,Quantidade de salas de repouso/observação pediátrico (ATEND. AMBULATORIAL)
QTINST22,int8,Quantidade de salas de repouso/observação indiferenciado (ATEND. AMBULATORIAL)
QTINST23,int8,Quantidade de consultórios de odontologia (ATEND. AMBULATORIAL)
QTINST24,int8,Quantidade de salas de pequenas cirurgias (ATEND. AMBULATORIAL)
QTINST25,int8,Quantidade de salas de enfermagem (ATEND. AMBULATORIAL)
QTINST26,int8,Quantidade de salas de imunização (ATEND. AMBULATORIAL)
QTINST27,int8,Quantidade de salas de nebulização (ATEND. AMBULATORIAL)
QTINST28,int8,Quantidade de salas de gesso (ATEND. AMBULATORIAL)
QTINST29,int8,Quantidade de salas de curativos (ATEND. AMBULATORIAL)
QTINST30,int8,Quantidade de salas de cirurgia ambulatorial (ATEND. AMBULATORIAL)
QTINST31,int8,Quantidade de salas de cirurgias (CENTRO CIRÚRGICO)
QTINST32,int8,Quantidade de salas de recuperação (CENTRO CIRÚRGICO)
QTINST33,int8,Quantidade de salas de cirurgia ambulatorial (CENTRO CIRÚRGICO)
QTINST34,int8,Quantidade de salas de pré parto (CENTRO OBSTÉTRICO)
QTINST35,int8,Quantidade de salas de parto normal (CENTRO OBSTÉTRICO)
QTINST36,int8,Quantidade de salas de curetagem (CENTRO OBSTÉTRICO)
QTINST37,int8,Quantidade de salas de cirurgias (CENTRO OBSTÉTRICO)
QTLEIT05,int8,Quantidade de leitos de repouso/observação pediátrico (URGÊNCIA/EMERGÊNCIA)
QTLEIT06,int8,Quantidade de leitos de repouso/observação feminino (URGÊNCIA/EMERGÊNCIA)
QTLEIT07,int8,Quantidade de leitos de repouso/observação masculino (URGÊNCIA/EMERGÊNCIA)
QTLEIT08,int8,Quantidade de leitos de repouso/observação indiferenciado (URGÊNCIA/EMERGÊNCIA)
QTLEIT09,int8,Quantidade de equipos de odontologia (URGÊNCIA/EMERGÊNCIA)
QTLEIT19,int8,Quantidade de leitos de repouso/observação feminino (ATEND. AMBULATORIAL)
QTLEIT20,int8,Quantidade de leitos de repouso/observação masculino (ATEND. AMBULATORIAL)
QTLEIT21,int8,Quantidade de leitos de repouso/observação pediátrico (ATEND. AMBULATORIAL)
QTLEIT22,int8,Quantidade de leitos de repouso/observação indiferenciado (ATEND. AMBULATORIAL)
QTLEIT23,int8,Quantidade de equipos de odontologia (ATEND. AMBULATORIAL)
QTLEIT32,int8,Quantidade de leitos de recuperação (CENTRO CIRÚRGICO)
QTLEIT34,int8,Quantidade de leitos de pré parto (CENTRO OBSTÉTRICO)
QTLEIT38,int8,Quantidade de leitos de recém-nascido normal (UNID NEONATAL)
QTLEIT39,int8,Quantidade de leitos de recém-nascido patológico (UNID NEONATAL)
QTLEIT40,int8,Quantidade de leitos de alojamento conjunto (UNID NEONATAL)
QTLEITP1,int8,Quantidade de leitos tipo 1 (cirúrgico) existentes
QTLEITP2,int8,Quantidade de leitos tipo 2 (clínico) existentes
QTLEITP3,int8,Quantidade de leitos tipo 3 (complem.) existentes
REGSAUDE,text,Código da região de saúde NOAS
RES_BIOL,int8,"Existe coleta de resíduo biológico, onde: 1-sim 0-não"
RES_COMU,int8,"Existe coleta de rejeitos comum, onde: 1-sim 0-não"
RES_QUIM,int8,"Existe coleta de resíduo químico, onde: 1-sim 0-não"
RES_RADI,int8,"Existe coleta de rejeitos radioativos, onde: 1-sim 0-não"
RETENCAO,text,"Código de retenção de tributos: 00,99-Retenção estab. não informada; 10-Estabelecimento PUBLICO; 11-Estabelecimento FILANTROPICO; 12-Estabelecimento SEM FINS LUCRATIVOS; 13-Estabelecimento PRIVADO LUCRATIVA SIMPLES; 14-Estabelecimento PRIVADO LUCRATIVA; 15-Estabelecimento SINDICAL; 16-Estabelecimento PESSOA FISICA"
SERAP01P,int8,"Serviço de apoio S.A.M.E. ou S.P.P. próprio, onde: 1-sim 0-não"
SERAP01T,int8,"Serviço de apoio S.A.M.E. ou S.P.P. terceirizado, onde: 1-sim 0-não"
SERAP02P,int8,"Serviço de apoio Serviço Social próprio, onde: 1-sim 0-não"
SERAP02T,int8,"Serviço de apoio Serviço Social terceirizado, onde: 1-sim 0-não"
SERAP03P,int8,"Serviço de apoio Farmácia próprio, onde: 1-sim 0-não"
SERAP03T,int8,"Serviço de apoio Farmácia terceirizado, onde: 1-sim 0-não"
SERAP04P,int8,"Serviço de apoio Esterilização de Materiais próprio, onde: 1-sim 0-não"
SERAP04T,int8,"Serviço de apoio Esterilização de Materiais terceirizado, onde: 1-sim 0-não"
SERAP05P,int8,"Serviço de apoio Nutrição/Dietética (S.N.D.) próprio, onde: 1-sim 0-não"
SERAP05T,int8,"Serviço de apoio Nutrição/Dietética (S.N.D.) terceirizado, onde: 1-sim 0-não"
SERAP06P,int8,"Serviço de apoio Lactário próprio, onde: 1-sim 0-não"
SERAP06T,int8,"Serviço de apoio Lactário terceirizado, onde: 1-sim 0-não"
SERAP07P,int8,"Serviço de apoio Banco de Leite próprio, onde: 1-sim 0-não"
SERAP07T,int8,"Serviço de apoio Banco de Leite terceirizado, onde: 1-sim 0-não"
SERAP08P,int8,"Serviço de apoio Lavanderia próprio, onde: 1-sim 0-não"
SERAP08T,int8,"Serviço de apoio Lavanderia terceirizado, onde: 1-sim 0-não"
SERAP09P,int8,"Serviço de apoio Manutenção de Equipamento próprio, onde: 1-sim 0-não"
SERAP09T,int8,"Serviço de apoio Manutenção de Equipamento terceirizado, onde: 1-sim 0-não"
SERAP10P,int8,"Serviço de apoio Ambulância próprio, onde: 1-sim 0-não"
SERAP10T,int8,"Serviço de apoio Ambulância terceirizado, onde: 1-sim 0-não"
SERAP11P,int8,"Serviço de apoio Necrotério próprio, onde: 1-sim 0-não"
SERAP11T,int8,"Serviço de apoio Necrotério terceirizado, onde: 1-sim 0-não"
SERAPOIO,int8,"Indica a existência de algum serviço de apoio para este CNES, onde: 1-sim 0-não"
TP_PREST,int8,Tipo de Prestador: 30-PUBLICO FEDERAL; 40-PUBLICO ESTADUAL; 50-PUBLICO MUNICIPAL; 61-FILANTROPICO COM CNAS VALIDO; 80-SINDICATO; 20-PRIVADO COM FINS LUCRATIVOS; 22-PRIVADO OPTANTE PELO SIMPLES; 60-PRIVADO SEM FINS LUCRATIVOS; 99-TIPO DE PRESTADOR NÃO INFORMADO
TP_UNID,text,Tipo de unidade (estabelecimento)
TPGESTAO,text,Gestão de saúde: Z-Não informado; D-Dupla; E-Estadual; M-Municipal; S-Sem gestão
TURNO_AT,text,Código de turno de atendimento: 01-ATENDIMENTO TURNOS INTERMITENTES; 02-ATENDIMENTO CONTÍNUO 24 HORAS/DIA (Pl Sab Dom Fer); 03-ATENDIMENTO TURNOS MANHÃ/TARDE/NOITE; 04-ATENDIMENTO SOMENTE PELA MANHÃ; 05-ATENDIMENTO SOMENTE À TARDE; 06-ATENDIMENTO TURNOS MANHÃ/TARDE; 07-ATENDIMENTO SOMENTE À NOITE; 99-Turno não informado
uf_CODIGO_UF,int8,Código IBGE da Unidade da Federação do estabelecimento
uf_NOME_UF,text,Nome da unidade da federação do estabelecimento
uf_SIGLA_UF,text,Sigla da unidade da federação do estabelecimento
URGEMERG,int8,"Indica a existência de instalação física de URGÊNCIA/EMERGÊNCIA para este CNES, onde: 1-sim 0-não"
VINC_SUS,int8,Vínculo com SUS: 1-Sim 0-Não
CNS_PROF,,Numero do Cartão Nacional de Saude
CONSELHO,int8,"Codigo do conselho de classe: 10 – SSP – Secretaria de Segurança Pública; 15 – Conselho Regional de Biomedicina; 17 – Conselho Regional de Fonoaudiologia; 18 – Conselho Regional de Biologia; 19 – Conselho Regional de Educação Física; 20 – Conselho Regional de Economia; 22 – Conselho Regional de Física; 23 – Conselho Regional de Radiologia; 24 – Conselho Regional de Pedagogia; 25 – Conselho Regional de Ópticos; 26 – Conselho Regional de Técnicos de Radiologia; 40 – Organismos Militares; 41 – Comando da Aeronáutica (Ex Ministério da Aeronáutica); 42 – Comando do Exército (Ex Ministério do Exército); 43 – Comando da Marinha (Ex Ministério da Marinha); 44 – Polícia Federal; 60 – Carteira de Identidade Classista; 61 – Conselho Regional de Administração; 62 – Conselho Regional de Assistência Social; 63 – Conselho Regional de Biblioteconomia; 64 – Conselho Regional de Contabilidade; 65 – Conselho Regional de Corretores Imóveis; 66 – Conselho Regional de Enfermagem; 67 – Conselho Regional de Engenharia, Arquitetura e Agronomia; 68 – Conselho Regional de Estatística; 69 – Conselho Regional de Farmácia; 70 – Conselho Regional de Fisioterapia e Terapia Ocupacional; 71 – Conselho Regional de Medicina; 72 – Conselho Regional de Medicina Veterinária; 73 – Ordem dos Músicos do Brasil; 74 – Conselho Regional de Nutrição; 75 – Conselho Regional de Odontologia; 76 – Conselho Regional de Profissionais de Relações Públicas; 77 – Conselho Regional de Psicologia; 78 – Conselho Regional de Química; 79 – Conselho Regional de Representantes Comerciais; 80 – Ordem dos Advogados do Brasil; 81 – Outros Emissores; 82 – Documento Estrangeiro; 83 - Registro do Ministério da Saúde - Programa Mais Médicos."
